id,ingredients,steps,ingredients_clean
resep-24978702,"['250 ml Heavy cream (whipped cream cair)', '250 ml Susu UHT, me : greendfield', '50 g Gula pasir', '1/4 sdt garam', '2 tetes vanilla essence', '15 g Gelatin bubuk', '50 ml Air hangat', '250 g Strawberry segar', '40 g Gula pasir (untuk compote)', '3 sdm air', '1 sdt Air perasan jeruk nipis', 'secukupnya (untuk hiasan, opsional) Irisan jeruk nipis dan daun mint']","[{'text': 'Larutkan gelatin dalam air hangat, aduk rata.', 'images': ['https://img-global.cpcdn.com/steps/6c718ff5ea072f8e/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/66c65ae96dfb14e1/400x400cq80/photo.jpg']}, {'text': 'Panaskan heavy cream, susu UHT, garam, essence dan gula hingga hampir mendidih, matikan api.', 'images': ['https://img-global.cpcdn.com/steps/7dc0e6db736cacc1/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/fc0987af06f01ddc/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/7a89a273607a7890/400x400cq80/photo.jpg']}, {'text': 'Masukkan gelatin larut ke dalam campuran susu panas, aduk rata.', 'images': ['https://img-global.cpcdn.com/steps/d716e9eba5274063/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/459ac0889c353851/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/0de5d8ecff01cf0b/400x400cq80/photo.jpg']}, {'text': 'Tuang ke gelas saji, dinginkan hingga set di kulkas. Minimal 4 jam dalam kulkas.', 'images': ['https://img-global.cpcdn.com/steps/b761b660bba96ae8/400x400cq80/photo.jpg']}, {'text': 'Bikin compote : Masak strawberry, gula, dan air hingga agak mengental jadi compote. Matikan api, tambahkan air jeruk nipis. Aduk rata.', 'images': ['https://img-global.cpcdn.com/steps/dbe23c2a1b1a0077/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/2c2eb4ffdd88e8c3/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/0417b645a9b4f360/400x400cq80/photo.jpg']}, {'text': 'Setelah pudding set, tuang compote di atasnya.', 'images': ['https://img-global.cpcdn.com/steps/567b02661967b5aa/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/4a29c0c75131035b/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/1477a61e5bf4814b/400x400cq80/photo.jpg']}, {'text': 'Hias dengan irisan jeruk nipis dan daun mint atau sesuai selera', 'images': ['https://img-global.cpcdn.com/steps/4d24a207c391be04/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/9df86f31fa3c6a23/400x400cq80/photo.jpg']}]","heavy cream whipped cream cair, susu uht greendfield, gula pasir, garam, tetes vanilla essence, gelatin bubuk, air, strawberry segar, gula pasir, air, air perasan jeruk nipis, jeruk nipis daun mint"
resep-24977694,"['200 g Tepung terigu', '120 ml Air hangat', '1 sdm Ragi instan', '2 sdm Gula pasir', '1/2 sdt Garam', '5 sdm Minyak zaitun / minyak goreng', '3 sdm saus bolognese', '2 Sdm Saus tomat', 'Secukupnya saus sambal', '1/2 blok Keju mozzarella', 'Secukupnya Daging asap', '1 buah Paprika merah', '1/2 bonggol Bawang bombay', '3 pcs Jamur', 'Secukupnya mayonaise']","[{'text': 'Campur Air hangat, Ragi dan gula pasir aduk rata. Kemudian diamkan sejenak, jika berbuih tanda ragi aktif. Tapi kalau tidak berbuih ragi tidak aktif', 'images': ['https://img-global.cpcdn.com/steps/497b159f4160e505/400x400cq80/photo.jpg']}, {'text': 'Bulatkan Adonan tutup dengan kain bersih dan Diamkan adonan 20-25 menit, hingga mengembang 2x lipat', 'images': ['https://img-global.cpcdn.com/steps/f69522b20d378db1/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/49ec0b1464d0e8c6/400x400cq80/photo.jpg']}, {'text': 'Campurkan tepung, garam dan minyak. Uleni hingga kalis.', 'images': ['https://img-global.cpcdn.com/steps/ba0b5aa8571eeeac/400x400cq80/photo.jpg']}, {'text': 'Jika sudah mengembang. Kempes kan perlahan adonan Olesi loyang dengan mentega Tata pipihkan adonan serapi mungkin di loyang. Kemudian tusuk tusuk dengan garpu Olesi adonan dengan saus bolognese dan saus tomat hingga rata menutupi atas adonan', 'images': ['https://img-global.cpcdn.com/steps/bda5835112d65604/400x400cq80/photo.jpg']}, {'text': 'Siapkan bahan bahan toping', 'images': ['https://img-global.cpcdn.com/steps/73f13341f02fbc17/400x400cq80/photo.jpg']}, {'text': 'Susun daging asap, paprika, bawang, dan keju serta toping lainnya di atasnya. Sesuai selera', 'images': ['https://img-global.cpcdn.com/steps/d0508ea65c677c0c/400x400cq80/photo.jpg']}, {'text': 'Panggang di oven 200°C selama 15 - 20 menit.', 'images': ['https://img-global.cpcdn.com/steps/53b17617f662b1ca/400x400cq80/photo.jpg']}, {'text': 'Langkah keluar kan pizza dari oven. Serta siap disajikan', 'images': ['https://img-global.cpcdn.com/steps/b58e620d7e56c5d9/400x400cq80/photo.jpg']}]","tepung terigu, air, ragi instan, gula pasir, garam, minyak zaitun minyak goreng, saus bolognese, saus tomat, saus sambal, blok keju mozzarella, daging asap, paprika merah, bonggol bawang bombay, jamur, mayonaise"
resep-24983523,"['500 gram udang', 'Secukupnya minyak untuk menggoreng', '1 sdt air jeruk lemon', '1/2 sdt garam', '1/4 sdt merica', '50 gr terigu serbaguna', '25 gr maizena', '1 butir telur', '1/2 sdt kaldu bubuk', '1 sdt bawang putih bubuk', '100 ml air', 'Secukupnya Breadcrumb']","[{'text': 'Bersihkan udang (buang bagian kepala & kulit) sisakan ekornya saja, belah punggung udang, keluarkan kotorannya.', 'images': []}, {'text': 'Setelah cuci bersih, marinasi udang dengan air jeruk, garam & merica, aduk rata, sisihkan', 'images': ['https://img-global.cpcdn.com/steps/946ae5d1c2b5702a/400x400cq80/photo.jpg']}, {'text': 'Bahan pencelup : campur semua bahan kecuali breadcrumb, aduk hingga rata', 'images': ['https://img-global.cpcdn.com/steps/7284013bda272eb5/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/6da2d8d6cdd344eb/400x400cq80/photo.jpg']}, {'text': 'Panaskan minyak, ambil udang satu per satu, masukan ke bahan pencelup lalu gulingkan ke breadcrumb, lalu goreng hingga matang kecoklatan', 'images': ['https://img-global.cpcdn.com/steps/484dc0af144106d7/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/5e9d5e30eaaaa482/400x400cq80/photo.jpg']}, {'text': 'Ulangi hingga selesai atau bisa dijadikan stok frozen, sajikan', 'images': ['https://img-global.cpcdn.com/steps/d850e2fa22d563fb/400x400cq80/photo.jpg']}]","minyak, air jeruk lemon, garam, merica, terigu serbaguna, maizena, telur, kaldu bubuk, bawang putih bubuk, air, breadcrumb"
resep-24982188,"['3 buah pokcoy segar', '3 siung bawang putih', '2 sdm saus teriyaki', '2 sdm kecap manis', 'Secukupnya air', '1/4 sdt garam', 'Secukupnya penyedap rasa', 'Secukupnya Lada bubuk']","[{'text': 'Buang bonggol pokcoy, lalu cuci bersih. Iris juga bawang putih sisihkan', 'images': ['https://img-global.cpcdn.com/steps/ca33b3a2147aa581/400x400cq80/photo.jpg']}, {'text': 'Panaskan sedikit minyak, lalu tumis bawang putih hingga layu.', 'images': []}, {'text': 'Tuang sedikit air, lalu beri saus teriyaki, kecap manis, garam, lada bubuk dan penyedap rasa.', 'images': []}, {'text': 'Koreksi rasa, masak sampai pokcoy matang. Lalu hidangkan', 'images': ['https://img-global.cpcdn.com/steps/f7ab0d9bc6e9b748/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/4f501910c3c72570/400x400cq80/photo.jpg']}]","pokcoy segar, bawang putih, saus teriyaki, kecap manis, air, garam, rasa, lada bubuk"
resep-24981999,"['150 gr gula pasir', '4 butir telur', '280 gr tepung terigu', '2 sdm madu', '200 ml susu uht putih', '8 gr fermipan', '1 /s sdt soda kue', '2 sachet vanili', '60 ml Minyak goreng']","[{'text': 'Kocok/mixer telur, gula pasir, fermipan, vanili sampai agak mengembang', 'images': []}, {'text': 'Masukkan minyak goreng dan madu, mixer/aduk rata', 'images': []}, {'text': 'Masukkan tepung terigu dan soda kue sambil di ayak, aduk rata/mixer dgn kecepatan rendah hingga tercampur rata', 'images': []}, {'text': 'Terakhir masukkan susu, aduk/mixer sampai rata, tutup dan diamkan selama 10 menit sampai adonan agak mengembang dan muncul buih', 'images': []}, {'text': 'Panaskan teflon anti lengket, tuang 1 sendok sayur, masak hingga bagian atas bersarang, kemudian balik dan tunggu beberapa saat (tidak sampai 1 menit), angkat dan hidangkan.', 'images': []}, {'text': 'Jika ingin dijadikan dorayaki bisa ambil 1 bagian lalu olesi selai kacang/selai coklat/selai apa saja sesuai selera, tutup dgn 1 bagian lagi, rekatkan pinggir dorayaki secara perlahan agar bagian atas tidak pecah', 'images': ['https://img-global.cpcdn.com/steps/57d828e829bd2081/400x400cq80/photo.jpg']}, {'text': 'Dan jika ingin dijadikan pancake, tumpuk beberapa bagian cake dan bisa ditambahkan toping sesuai selera, kebetulan aku ada toping madu dan oatmeal, selamat mencoba..', 'images': ['https://img-global.cpcdn.com/steps/cf856081c5d17f32/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/da3db8bde9de9917/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/aaf08dc790bf9510/400x400cq80/photo.jpg']}]","gula pasir, telur, tepung terigu, madu, susu uht putih, fermipan, s soda kue, vanili, minyak goreng"
resep-24980829,"['2 pcs Dada Ayam (bisa diganti Daging Sapi kalau suka)', '2 pcs Wortel', '2 pcs Kentang', '1 pc Bawang Bombay Besar', '1.5-2 Liter Air Putih', 'Secukupnya Bumbu Golden Curry Jepang (saya pakai yang HOT)', 'Secukupnya Penyedap Rasa (Totole)', 'Secukupnya Margarin / Mentega']","[{'text': 'Potong-potong Wortel, Kentang, dan Dada Ayam sesuai selera dan sisihkan. Lalu Iris Bawang Bombay sisihkan.', 'images': ['https://img-global.cpcdn.com/steps/528f0499a88bee34/400x400cq80/photo.jpg']}, {'text': 'Panaskan secukupnya margarin, lalu masukkan potongan bawang bombay. Tumis hingga bombay wangi, berubah warna dan matang. Lalu masukkan potongan dada ayam. Masak hingga dada ayam berubah warna dan setengah matang.', 'images': ['https://img-global.cpcdn.com/steps/58d341352cb75810/400x400cq80/photo.jpg']}, {'text': 'Setelah itu masukkan potongan wortel, tumis hingga wortel agak matang. Kemudian beri sedikit air dan masukkan sedikit bumbu Golden Curry Jepang.', 'images': ['https://img-global.cpcdn.com/steps/88b2cc38b5c0397d/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/dd22448e387e14d6/400x400cq80/photo.jpg']}, {'text': 'Di kompor lain panaskan Air didalam panci, masukkan potongan kentang. Setelah itu masukkan hasil tumisan dada ayam, wortel, yang sudah diberi bumbu Curry ke dalam rebusan kentang. Masak hingga wortel dan ketang matang dan empuk. Koreksi rasa kuahnya, jika kurang bumbu bisa tambahkan lagi bumbu Curry Jepangnya, dan kuahnya harus agak kental ya, jadi jangan kebanyakan Air. Jika dirasa rasa masih kurang, bisa beri sedikit totole. Masak hingga matang.', 'images': ['https://img-global.cpcdn.com/steps/f24cbfe5008e8c1d/400x400cq80/photo.jpg']}, {'text': 'Curry Jepang siap disajikan dengan nasi putih hangat, bisa diberi pelengkap telur rebus. Bisa juga dengan udang tempura, atau condiment lain', 'images': ['https://img-global.cpcdn.com/steps/24b470c9c7ef1848/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/fed0147751fc87cc/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/5b927c0c63b0b5b9/400x400cq80/photo.jpg']}]","dada ayam, wortel, kentang, pc bawang bombay besar, air putih, bumbu golden curry jepang, rasa totole, margarin mentega"
resep-24953287,"['10 ekor udang windu uk besar', '1 sdt bubuk bawang putih', '1/2 sdt merica bubuk', '1 sdt garam', '100 gr tp trigu', '150 gr tp panir putih', '1 butir telur kocok ampe berbuih', '1 sdt kaldu ayam', '1/2 sdt merica', 'Minyak goreng buat goreng']","[{'text': 'Iris bwah udang lalu di luruskan.. marinasi udang.. kocok telur dan bumbu lainnya..', 'images': ['https://img-global.cpcdn.com/steps/4d83a2cc399d612e/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/0ac287f51914e267/400x400cq80/photo.jpg']}, {'text': 'Baru celup udang di tepung terigu..', 'images': ['https://img-global.cpcdn.com/steps/247d2c9628e45bd6/400x400cq80/photo.jpg']}, {'text': 'Lalu kekocokan telur.. baru ke tepung panir.. lakukan hingga abis..', 'images': ['https://img-global.cpcdn.com/steps/3143f67c1b321e31/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/45cb6b789b5cd5c9/400x400cq80/photo.jpg']}, {'text': 'Lalu goreng hingga kuning keemasan.. siap di santap..', 'images': ['https://img-global.cpcdn.com/steps/b09ec50f689435de/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/339c88efbb6a79c8/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/e65490b9694f0fd3/400x400cq80/photo.jpg']}]","ug windu, bubuk bawang putih, merica bubuk, garam, tp trigu, tp panir putih, telur kocok ampe berbuih, kaldu ayam, merica, minyak goreng buat goreng"
resep-24972316,"['secukupnya Kue beras', 'secukupnya Margarin (bisa pakai minyak goreng)', '2 sdm Saus cabai', '3 sdm Saus tomat', '5 sdm Saus bolognese', 'secukupnya Air bersih', '3 sdm Minyak goreng untuk merebus kue beras', '1/2 kg Tepung ketan (jika punya ortu yang gak punya gigi/susah menggigit makanan kenyal. Silahkan ditambah dengan tepung beras/terigu agar lebih mudah untuk dimakan)', 'secukupnya Garam', 'secukupnya Minyak goreng', 'secukupnya Air bersih', '1/2 buah Bawang bombay dicacah', '3 siung Bawang putih dicacah', 'secukupnya Sosis goreng', 'secukupnya Telur puyuh rebus', 'secukupnya Garam', '1 sdt Gula', 'secukupnya Kaldu jamur (bisa pakai penyedap lainnya)', 'secukupnya Wijen sangrai', 'secukupnya Daun bawang iris serong']","[{'text': 'Pertama, buat kue beras. Siapkan wadah. Masukkan tepung ketan, garam, minyak goreng dan air. Uleni semua bahan sampai menjadi adonan lentur. Bentuk adonan memanjang lalu potong seukuran 3-4 cm.', 'images': []}, {'text': 'Panaskan air hingga mendidih. Masukkan minyak goreng agar kue beras tidak lengket dan menempel satu sama lain. Masukkan kue beras, tunggu sampai adonan matang (mengapung), angkat dan tiriskan.', 'images': []}, {'text': 'Berikutnya, masak kuah/saus tteokbokki. Siapkan wajan. Lelehkan margarin. Masukkan bumbu cacah, tumis hingga harum dan berwarna kuning keemasan.', 'images': []}, {'text': 'Tambahkan air, saus cabai, saus tomat, saus bolognese, bahan pelengkap dan bumbu perasa. Aduk sampai merata.', 'images': []}, {'text': 'Masukkan kue beras ke dalam wajan. Aduk sampai merata, tunggu sampai mendidih. Koreksi rasa. Jika sudah pas, matikan kompor. Pindahkan tteokbokki ke dalam mangkuk.', 'images': []}, {'text': 'Terakhir, taburi bagian atas tteokbokki dengan wijen sangrai dan irisan daun bawang. Tteokbokki yang super enakk parrahh dan bikin nagih siap dinikmati sepenuh hati', 'images': ['https://img-global.cpcdn.com/steps/1a4bdbaef874f00b/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/22528f5736fce695/400x400cq80/photo.jpg']}]","kue beras, margarin, saus cabai, saus tomat, saus bolognese, air bersih, minyak goreng kue beras, tepung ketan, garam, minyak goreng, air bersih, bawang bombay, bawang putih, sosis goreng, telur puyuh rebus, garam, gula, kaldu jamur bisa pakai lainnya, wijen, daun bawang"
resep-24967741,"['1 siung bawang putih', '1/2 siung bombay', '1/2 ruas jahe', '2 sdm tepung beras', '250 ml air', '3 sdm gula pasir', '1/2 sdt bubuk cabe', '5 sdt garam', '1 buah sawi putih ukuran sedang', '2 buah wortel potong korek api', '3 helai bawang daun potong panjang']","[{'text': 'Cuci bersih sawi putih, potong-potong (gak dipotong juga bisa), lumuri dengan garam dan remas-remas. Biarkan 30 menit. Setelah itu cuci dan remas hingga tidak terlalu banyak air.', 'images': []}, {'text': 'Blender bawang putih, bombay dan jahe, sisihkan.', 'images': []}, {'text': 'Larutkan tepung beras, dan gula pasir. Masak hingga mengental dan dinginkan. Masukan bubuk cabe dan bumbu yg sudah dihaluskan, aduk rata.', 'images': []}, {'text': 'Campur sawi, wortel dan daun bawang dengan bumbu yang sudah disiapkan tadi. Masukan pada wadah tertutup dan diamkan minimal 24 jam pada suhu ruang. Setelah itu masukkan kulkas.', 'images': []}]","bawang putih, bombay, jahe, tepung beras, air, gula pasir, bubuk cabe, garam, sawi putih, wortel korek api, bawang daun panjang"
resep-24955532,"['1 buah wortel iris memanjang', '1 buah timun iris memanjang', '2 buah sosis iris memanjang (sy ga pakai)', 'secukupnya Nori', 'Tikar penggulung kimbap/ Sushi (kalo ga ada bisa pakai kertas nasi)', 'Minyak wijen', 'Kecap asin', 'Sejumput Asatu ROSE BRAND, opsional (ini tambahan saya)', 'Telur dadar iris memanjang (sy tidak di iris)', 'Secukupnya Minyak Goreng Rose Brand', 'Bon cabai, optional (sy ga pakai)']","[{'text': 'Masak nasi merah (banyaknya menyesuaikan mau bikin berapa gulungan kimbap). Tambahkan ke nasi kecap asin, minyak wijen secukupnya aduk merata, sisihkan', 'images': ['https://img-global.cpcdn.com/steps/ad66d0506a000ba7/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/f7c006600af706cb/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/56dd116ffabdd607/400x400cq80/photo.jpg']}, {'text': 'Rebus wortel selama 3 mnt, kemudian panaskan Minyak Goreng ROSE BRAND sedikit saja, lalu dadar telur tipis2 seperti kulit lumpia (kocokan telur diberi sedikit garam dan sedikit Asatu ROSE BRAND)', 'images': ['https://img-global.cpcdn.com/steps/d9c1bbea3ac1b467/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/74572af328e8a822/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/8efa38390db5b66a/400x400cq80/photo.jpg']}, {'text': 'Setelah bahan2 siap, siapkan tikar penggulung dan nori, sebelum menata nasi dan bahan2 lain di atas nori lumuri nori dengan minyak wijen dikit aja, biar lebih merekat Setelah itu tata nasi', 'images': ['https://img-global.cpcdn.com/steps/0870aeb023ec479e/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/8a4768d5a12326fd/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/a5ed97d06242a8fd/400x400cq80/photo.jpg']}, {'text': 'Dan bahan2 lainnya di atas nori kemudian gulung', 'images': ['https://img-global.cpcdn.com/steps/9d2b0df30f8d5b1c/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/6817974e504b7b17/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/b6c1c4b5c9cbc5af/400x400cq80/photo.jpg']}, {'text': 'Jangan lupa bagian luar nori di lumuri dengan minyak wijen juga secukupnya. Kemudian potong2', 'images': ['https://img-global.cpcdn.com/steps/d1c5d3db718eea2e/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/ea3818697ddb93f1/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/7f8ce6dd43238825/400x400cq80/photo.jpg']}, {'text': 'Kimbap siap di sajikan', 'images': ['https://img-global.cpcdn.com/steps/52188d6092333341/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/23260f255cde81f4/400x400cq80/photo.jpg']}]","wortel, timun, sosis, nori, minyak wijen, kecap asin, asatu rose brand ini, telur dadar, minyak goreng rose brand, bon cabai"
resep-24944762,"['1 butir Telur ayam', '1 buah wortel', '50 gr Tauge panjang', '1 ikat bayam', '1 buah zuchini (saya pakai timun, buang biji)', '5 buah tahu putih (bisa pakai ayam/daging cincang/ beef slice)', 'Minyak wijen', 'Secukupnya Wijen sangrai', 'Garam', 'Gula', 'Kaldu jamur', 'Lada bubuk', '1 porsi nasi putih', '4 sdm saus gochujang', '2 sdm air', '1 sdm minyak wijen', '1/2 sdt kecap asin', '1 1/2 sdt gula pasir', '2 butir bawang putih, parut', 'Secukupnya Wijen sangrai', '1/2 sdt Cuka beras (ops, karena saya tidak punya jadi saya skip)', 'Nori']","[{'text': 'Potong-potong sayuran, cuci kemudian ditumis dengan sedikit minyak satu per satu (beri sedikit garam dan lada). Untuk bayam hanya direbus sebentar lalu diangkat diberi sedikit garam, minyak wijen dan wijen sangrai.', 'images': []}, {'text': 'Tumis protein (disini saya pakai tahu putih) di atas pan, tambahkan kecap asin, saus tiram, garam, kaldu bubuk, lada bubuk. Ditekan-tekan hingga hancur dan tekturnya menjadi seperti daging giling.', 'images': []}, {'text': 'Untuk saus gochujang, campurkan semua bahan kemudian ditumis sebentar tunggu hingga bahan tercampur sempurna', 'images': []}, {'text': 'Buat topping telur mata sapi dengan cara panaskan pan, tambahkan sedikit minyak dan air, pecahkan telur di atasnya, kemudian tutup. Tunggu hingga matang.', 'images': []}, {'text': 'Tata nasi di atas piring, tambahkan di atasnya sayuran, protein dan telur, kemudian tambahkan saus gochujang yang sudah dibuat sesuai selera. Taburi wijen sangrai di atasnya.', 'images': ['https://img-global.cpcdn.com/steps/11679115d58daa64/400x400cq80/photo.jpg']}, {'text': 'Aduk dan campur semua di dalam piring, bisa dinikmati dengan nori jika suka. Selamat mencoba', 'images': []}]","telur ayam, wortel, tauge panjang, bayam, zuchini saya pakai timun, tahu putih bisa pakai ayamdaging cincang beef slice, minyak wijen, wijen, garam, gula, kaldu jamur, lada bubuk, porsi nasi putih, saus gochujang, air, minyak wijen, kecap asin, gula pasir, bawang putih, wijen, cuka beras, nori"
resep-24944675,"['1 ikat bayam', '1 buah wortel', '1 bonggol jagung', '200 gr kecambah besar (kecambah kedelai)', 'Secukupnya wijen sangrai', 'Secukupnya minyak untuk menumis', 'Secukupnya nasi putih', '1 buah bawang bombay besar', '5 siung bawang putih', '3 sdt Gochujang', '3 sdt minyak wijen', '2 sdt Gochugaru (bubuk cabai)']","[{'text': 'Bersihkan semua bahan topping, kemudian potong sesuai selera. Sisihkan.', 'images': []}, {'text': 'Tumis semua bahan topping satu per satu dengan bawang bombay, bawang putih, dan juga tambahkan sedikit minyak wijen. Sisihkan. Sisakan', 'images': []}, {'text': 'Tumis bawang bombay dan bawang putih sampai harum.', 'images': []}, {'text': 'Masukkan gochujang, gochugaru dan minyak wijen secukupnya. Masukkan nasi putih, masak hingga bumbu merah tercampur rata semua. Koreksi rasa.', 'images': []}, {'text': 'Siapkan wadah untuk menata makanan. Tata nasi dipaling dasar, kemudian beri topping yang sudah ditumis diatasnya (bayam, wortel, jagung, kecambah kedelai).', 'images': []}, {'text': 'Jangan lupa taburkan biji wijen sangrai diatasnya. Untuk topping tambahan bisa menggunakan telur ceplok atau beef bulgogi sesuai selera. Selamat mencoba', 'images': []}]","bayam, wortel, bonggol jagung, kecambah besar kecambah kedelai, wijen, minyak, nasi putih, bawang bombay besar, bawang putih, gochujang, minyak wijen, gochugaru bubuk cabai"
resep-23971145,"['2 Tahu ukuran sedang dipotong dadu', '2 ati ayam dipotong kecil-kecil', '2 siung bawang putih', '2 cm jahe dipotong cincang', '2 sdm saus sambel', '1 Sdm kecap inggris', '1 Sdm saus tiram', '1 sdt merica bubuk', '1 Sdm bubuk cabai', '2 batang daun bawang dipotong cincang', '150 ml air', '1/2 sdm Royco/masako', 'secukupnya Garam', '2 sdm minyak goreng']","[{'text': 'Rebus tahu dalam air mendidih selama sekitar 2-3 menit untuk menghangatkannya, lalu tiriskan dan sisihkan.', 'images': ['https://img-global.cpcdn.com/steps/d1315adb10f45139/400x400cq80/photo.jpg']}, {'text': 'Panaskan minyak goreng dalam wajan di atas api sedang. Tumis bawang putih dan jahe hingga harum.', 'images': ['https://img-global.cpcdn.com/steps/c3f25fcd8a96f686/400x400cq80/photo.jpg']}, {'text': 'Tambahkan ati ayam yang dipotong kecil-kecil ke dalam wajan dan masak hingga berubah warna.', 'images': ['https://img-global.cpcdn.com/steps/818ce75522057f4d/400x400cq80/photo.jpg']}, {'text': 'Masukkan saus sambel, kecap inggris, saus tiram, merica bubuk, dan bubuk cabai. Aduk rata dan masak selama 1-2 menit.', 'images': []}, {'text': 'Masukkan tahu yang telah direbus ke dalam wajan. Hati-hati saat mengaduk agar tahu tidak hancur. Tambahkan kaldu dan biarkan mendidih selama sekitar 5 menit.', 'images': ['https://img-global.cpcdn.com/steps/43915b04e44f5f8e/400x400cq80/photo.jpg']}, {'text': 'Cicipi dan tambahkan garam jika diperlukan. Jika ingin lebih pedas, bisa tambahkan lebih banyak bubuk cabai.', 'images': []}, {'text': 'Angkat dari kompor dan taburi dengan daun bawang cincang sebelum disajikan.', 'images': ['https://img-global.cpcdn.com/steps/d2ef706a019c417a/400x400cq80/photo.jpg']}]","tahu dadu, ati ayam, bawang putih, jahe cincang, saus sambel, kecap inggris, saus tiram, merica bubuk, bubuk cabai, daun bawang cincang, air, roycomasako, garam, minyak goreng"
resep-23919435,"['1/2 bonggol sawi putih', '1 batang daun bawang', '2 buah tahu putih', '3 butir telur', '1 ruas jahe', '1 sendok minyak wijin', 'Sejumput ebi kering (krese)', 'Secukupnya garam', 'Secukupnya kaldu jamur', 'secukupnya Air']","[{'text': 'Ceplok telur diorak arik', 'images': []}, {'text': 'Masukan jahe dan daun bawang yg sudah diiris iris', 'images': []}, {'text': 'Masukan air sesuai selera', 'images': []}, {'text': 'Masukan irisan sawi dan tahu putih yg sudah dipotong kotak kotak', 'images': []}, {'text': 'Masukan garam, kaldu, minyak wijin, ebi kering', 'images': []}, {'text': 'Cicipi dan koreksi rasa', 'images': []}]","bonggol sawi putih, daun bawang, tahu putih, telur, jahe, minyak wijin, ebi kering krese, garam, kaldu jamur, air"
resep-17219270,"['2 ekor cumi-cumi (ukuran besar)', '3 buah cabe hijau', '1 siung bawang merah', '1 siung bawang putih', '3 lembar irisan jahe', 'sedikit gula', 'sesuai selera penyedap rasa', 'sesuai selera merica bubuk', 'secukupnya saos tiram']","[{'text': 'Cuci bersih cumi-cumi, kemudian potong sesuai selera', 'images': []}, {'text': 'Cuci bersih cabe hijaunya, buang bijinya kemudian potong-potong', 'images': []}, {'text': 'Panaskan wajan, kasih minyak sedikit, kemudian masukkan 3 lembar irisan jahe, oseng sampai wangi, lalu masukkan bawang merah dan bawang putih dioseng-oseng sampai wangi.', 'images': []}, {'text': 'Masukkan cumi-cumi yang sudah dipotong oseng sebentar.', 'images': []}, {'text': 'Masukkan cabe hijau,oseng sebentar', 'images': []}, {'text': 'Tanbahkan merica bubuk,sedikit gula, penyedap rasa, sos tiram, koreksi rasa dan sajikan', 'images': []}, {'text': 'Selamat mencoba', 'images': []}]","cumicumi, cabe hijau, bawang merah, bawang putih, irisan jahe, gula, rasa, merica bubuk, saos tiram"
